_id,産業階層,産業分類並び順,産業,地域階層,地域コード,地域,昼間就業者（人）,常住就業者（人）,常住就業者／うち自宅就業者（人）,常住就業者／うち地域内通勤者（人）,流入超過通勤者（人）,流入通勤者（人）,流入通勤者／うち都外から流入（人）,流出通勤者（人）,流出通勤者／うち都外へ流出（人）
852,1,2,第1次産業,2,13209,町田市,1259,1301,740,382,-42,127,92,169,106
853,2,3,農業，林業,2,13209,町田市,1259,1300,740,382,-41,127,92,168,105
854,3,4,うち農業,2,13209,町田市,1254,1291,738,380,-37,126,91,163,101
855,2,5,漁業,2,13209,町田市,-,1,-,-,-1,-,-,1,1
856,1,6,第2次産業,2,13209,町田市,16564,30831,2478,5852,-14267,7521,5615,21788,12816
857,2,7,鉱業，採石業，砂利採取業,2,13209,町田市,-,22,-,-,-22,-,-,22,10
858,2,8,建設業,2,13209,町田市,8169,11289,1714,2795,-3120,3179,2432,6299,3185
859,2,9,製造業,2,13209,町田市,8395,19520,764,3057,-11125,4342,3183,15467,9621
860,1,10,第3次産業,2,13209,町田市,100753,129828,8480,41916,-29075,48505,36806,77580,35624
861,2,11,電気・ガス・熱供給・水道業,2,13209,町田市,208,514,1,71,-306,124,80,430,166
862,2,12,情報通信業,2,13209,町田市,2303,10498,684,533,-8195,1000,726,9195,2250
863,2,13,運輸業，郵便業,2,13209,町田市,5017,8029,190,2233,-3012,2398,1792,5410,2931
864,2,14,卸売業，小売業,2,13209,町田市,23465,27211,1367,9571,-3746,12107,9441,15853,7875
865,2,15,金融業，保険業,2,13209,町田市,3186,5213,160,710,-2027,2272,1827,4299,1454
866,2,16,不動産業，物品賃貸業,2,13209,町田市,4371,5853,1135,1495,-1482,1629,1325,3111,1331
867,2,17,学術研究，専門・技術サービス業,2,13209,町田市,4868,8867,2010,1184,-3999,1565,1191,5564,2253
868,2,18,宿泊業，飲食サービス業,2,13209,町田市,9626,9227,364,4647,399,4476,3597,4077,1926
869,2,19,生活関連サービス業，娯楽業,2,13209,町田市,5870,6250,636,2389,-380,2745,2243,3125,1500
870,2,20,教育，学習支援業,2,13209,町田市,10560,10689,682,3376,-129,6401,4163,6530,3256
871,2,21,医療，福祉,2,13209,町田市,19438,20352,598,10403,-914,8188,6360,9102,6218
872,2,22,複合サービス事業,2,13209,町田市,688,678,2,358,10,321,221,311,163
873,2,23,サービス業（他に分類されないもの）,2,13209,町田市,7820,12001,628,3643,-4181,3295,2581,7476,3150
874,2,24,公務（他に分類されるものを除く）,2,13209,町田市,3333,4446,23,1303,-1113,1984,1259,3097,1151
875,1,25,分類不能の産業,2,13209,町田市,14383,15339,910,1412,-956,1734,1258,2690,1248
876,0,1,総数,2,13210,小金井市,33296,55350,4089,8849,-22054,16603,2924,38657,2567
877,1,2,第1次産業,2,13210,小金井市,335,359,225,76,-24,33,4,57,6
878,2,3,農業，林業,2,13210,小金井市,335,359,225,76,-24,33,4,57,6
879,3,4,うち農業,2,13210,小金井市,334,357,225,75,-23,33,4,56,6
880,2,5,漁業,2,13210,小金井市,-,-,-,-,-,-,-,-,-
881,1,6,第2次産業,2,13210,小金井市,2803,7140,502,582,-4337,1573,338,5910,667
882,2,7,鉱業，採石業，砂利採取業,2,13210,小金井市,2,20,1,-,-18,-,-,18,1
883,2,8,建設業,2,13210,小金井市,1537,2300,318,296,-763,840,183,1603,143
884,2,9,製造業,2,13210,小金井市,1264,4820,183,286,-3556,733,155,4289,523
885,1,10,第3次産業,2,13210,小金井市,26025,43064,3094,7866,-17039,14556,2486,31595,1826
886,2,11,電気・ガス・熱供給・水道業,2,13210,小金井市,38,134,-,4,-96,34,5,130,10
887,2,12,情報通信業,2,13210,小金井市,938,4864,334,123,-3926,443,132,4369,200
888,2,13,運輸業，郵便業,2,13210,小金井市,944,1503,36,215,-559,664,80,1223,111
889,2,14,卸売業，小売業,2,13210,小金井市,4724,7526,460,1698,-2802,2472,497,5274,333
890,2,15,金融業，保険業,2,13210,小金井市,568,2471,47,69,-1903,431,77,2334,137
891,2,16,不動産業，物品賃貸業,2,13210,小金井市,1210,1927,481,306,-717,393,45,1110,57
892,2,17,学術研究，専門・技術サービス業,2,13210,小金井市,1992,3586,797,286,-1594,867,185,2461,159
893,2,18,宿泊業，飲食サービス業,2,13210,小金井市,2336,3016,159,975,-680,1156,273,1836,83
894,2,19,生活関連サービス業，娯楽業,2,13210,小金井市,1346,1875,204,480,-529,623,103,1152,95
895,2,20,教育，学習支援業,2,13210,小金井市,4171,4008,230,794,163,3112,632,2949,247
896,2,21,医療，福祉,2,13210,小金井市,4649,5564,182,1801,-915,2616,197,3531,131
897,2,22,複合サービス事業,2,13210,小金井市,234,238,-,55,-4,177,11,181,7
898,2,23,サービス業（他に分類されないもの）,2,13210,小金井市,1675,3634,154,686,-1959,762,104,2721,132
899,2,24,公務（他に分類されるものを除く）,2,13210,小金井市,1200,2718,10,374,-1518,806,145,2324,124
900,1,25,分類不能の産業,2,13210,小金井市,4133,4787,268,325,-654,441,96,1095,68
901,0,1,総数,2,13211,小平市,59635,82716,6085,18435,-23081,29781,7436,52862,4709
902,1,2,第1次産業,2,13211,小平市,656,645,456,114,11,83,20,72,7
903,2,3,農業，林業,2,13211,小平市,656,645,456,114,11,83,20,72,7
904,3,4,うち農業,2,13211,小平市,655,639,456,113,16,83,20,67,6
905,2,5,漁業,2,13211,小平市,-,-,-,-,-,-,-,-,-
906,1,6,第2次産業,2,13211,小平市,12333,13913,1127,3386,-1580,7483,2322,9063,1300
907,2,7,鉱業，採石業，砂利採取業,2,13211,小平市,4,16,-,-,-12,3,-,15,-
908,2,8,建設業,2,13211,小平市,3690,4983,841,968,-1293,1648,443,2941,338
909,2,9,製造業,2,13211,小平市,8639,8914,286,2418,-275,5832,1879,6107,962
910,1,10,第3次産業,2,13211,小平市,40849,61760,4071,14405,-20911,21555,4950,42466,3287
911,2,11,電気・ガス・熱供給・水道業,2,13211,小平市,60,204,1,10,-144,45,5,189,23
912,2,12,情報通信業,2,13211,小平市,1621,5521,371,282,-3900,918,367,4818,262
913,2,13,運輸業，郵便業,2,13211,小平市,1858,2768,64,495,-910,1229,320,2139,281
914,2,14,卸売業，小売業,2,13211,小平市,7014,11707,748,2755,-4693,3342,673,8035,714
915,2,15,金融業，保険業,2,13211,小平市,705,2924,57,134,-2219,483,101,2702,195
916,2,16,不動産業，物品賃貸業,2,13211,小平市,1282,2477,459,373,-1195,398,101,1593,116
917,2,17,学術研究，専門・技術サービス業,2,13211,小平市,3428,4587,948,683,-1159,1732,641,2891,241
918,2,18,宿泊業，飲食サービス業,2,13211,小平市,3062,4726,245,1576,-1664,1176,209,2840,176
919,2,19,生活関連サービス業，娯楽業,2,13211,小平市,2030,2814,366,731,-784,869,162,1653,158
920,2,20,教育，学習支援業,2,13211,小平市,4956,5663,285,1382,-707,3258,801,3965,402
921,2,21,医療，福祉,2,13211,小平市,9465,9465,256,3845,-,5277,812,5277,283
922,2,22,複合サービス事業,2,13211,小平市,187,352,3,62,-165,118,20,283,9
923,2,23,サービス業（他に分類されないもの）,2,13211,小平市,3054,5296,260,1209,-2242,1479,285,3721,270
924,2,24,公務（他に分類されるものを除く）,2,13211,小平市,2127,3256,8,868,-1129,1231,453,2360,157
925,1,25,分類不能の産業,2,13211,小平市,5797,6398,431,530,-601,660,144,1261,115
926,0,1,総数,2,13212,日野市,59417,80597,4670,20349,-21180,29665,6315,50845,4332
927,1,2,第1次産業,2,13212,日野市,521,564,331,136,-43,53,10,96,10
928,2,3,農業，林業,2,13212,日野市,520,561,330,136,-41,53,10,94,9
929,3,4,うち農業,2,13212,日野市,519,557,330,136,-38,52,10,90,9
930,2,5,漁業,2,13212,日野市,1,3,1,-,-2,-,-,2,1
931,1,6,第2次産業,2,13212,日野市,16812,16007,793,4973,805,10838,2721,10033,1426
932,2,7,鉱業，採石業，砂利採取業,2,13212,日野市,1,10,-,-,-9,-,-,9,2
933,2,8,建設業,2,13212,日野市,2734,3883,529,755,-1149,1342,368,2491,268
934,2,9,製造業,2,13212,日野市,14077,12114,264,4218,1963,9496,2353,7533,1156
935,1,10,第3次産業,2,13212,日野市,36566,58053,3245,14715,-21487,17994,3391,39481,2801
936,2,11,電気・ガス・熱供給・水道業,2,13212,日野市,200,346,1,23,-146,172,77,318,23
937,2,12,情報通信業,2,13212,日野市,1443,4943,282,273,-3500,851,270,4351,361
938,2,13,運輸業，郵便業,2,13212,日野市,2351,3409,78,663,-1058,1536,326,2594,232
939,2,14,卸売業，小売業,2,13212,日野市,6595,11277,480,3014,-4682,2969,621,7651,598
940,2,15,金融業，保険業,2,13212,日野市,629,2414,54,124,-1785,434,78,2219,122
941,2,16,不動産業，物品賃貸業,2,13212,日野市,1146,2191,402,363,-1045,347,55,1392,88
942,2,17,学術研究，専門・技術サービス業,2,13212,日野市,2749,4104,811,635,-1355,1275,335,2630,240
943,2,18,宿泊業，飲食サービス業,2,13212,日野市,3068,4209,175,1619,-1141,1237,308,2378,117
944,2,19,生活関連サービス業，娯楽業,2,13212,日野市,1334,2351,222,592,-1017,481,73,1498,101
945,2,20,教育，学習支援業,2,13212,日野市,3846,4817,258,1122,-971,2440,459,3411,278
946,2,21,医療，福祉,2,13212,日野市,7875,9225,236,3924,-1350,3642,354,4992,259
947,2,22,複合サービス事業,2,13212,日野市,413,404,-,172,9,240,20,231,11
948,2,23,サービス業（他に分類されないもの）,2,13212,日野市,3435,5809,239,1577,-2374,1525,275,3899,241
949,2,24,公務（他に分類されるものを除く）,2,13212,日野市,1482,2554,7,614,-1072,845,140,1917,130
950,1,25,分類不能の産業,2,13212,日野市,5518,5973,301,525,-455,780,193,1235,95
951,0,1,総数,2,13213,東村山市,40711,66448,4779,14607,-25737,17052,6254,42789,6918
952,1,2,第1次産業,2,13213,東村山市,532,569,374,111,-37,44,16,81,20
953,2,3,農業，林業,2,13213,東村山市,532,568,374,111,-36,44,16,80,20
954,3,4,うち農業,2,13213,東村山市,532,567,374,111,-35,44,16,79,20
955,2,5,漁業,2,13213,東村山市,-,1,-,-,-1,-,-,1,-
956,1,6,第2次産業,2,13213,東村山市,6508,11295,1065,2055,-4787,2985,1272,7772,1743
957,2,7,鉱業，採石業，砂利採取業,2,13213,東村山市,-,3,-,-,-3,-,-,3,-
958,2,8,建設業,2,13213,東村山市,2858,4521,815,792,-1663,992,393,2655,465
959,2,9,製造業,2,13213,東村山市,3650,6771,250,1263,-3121,1993,879,5114,1278
960,1,10,第3次産業,2,13213,東村山市,29546,49533,2969,11969,-19987,13721,4862,33708,4925
961,2,11,電気・ガス・熱供給・水道業,2,13213,東村山市,219,195,-,20,24,196,67,172,23
962,2,12,情報通信業,2,13213,東村山市,761,3661,251,142,-2900,329,180,3229,235
963,2,13,運輸業，郵便業,2,13213,東村山市,1763,3240,89,589,-1477,985,365,2462,683
964,2,14,卸売業，小売業,2,13213,東村山市,5457,9838,600,2485,-4381,2191,799,6572,1096
965,2,15,金融業，保険業,2,13213,東村山市,924,1967,47,200,-1043,638,262,1681,218
966,2,16,不動産業，物品賃貸業,2,13213,東村山市,1015,1856,272,338,-841,366,166,1207,174
967,2,17,学術研究，専門・技術サービス業,2,13213,東村山市,1307,2875,622,219,-1568,416,169,1984,234
968,2,18,宿泊業，飲食サービス業,2,13213,東村山市,2253,3579,185,1261,-1326,719,298,2045,294
969,2,19,生活関連サービス業，娯楽業,2,13213,東村山市,1490,2427,314,602,-937,521,192,1458,281
970,2,20,教育，学習支援業,2,13213,東村山市,2143,3520,188,638,-1377,1277,403,2654,405
971,2,21,医療，福祉,2,13213,東村山市,7999,8647,166,3576,-648,4148,1334,4796,644
972,2,22,複合サービス事業,2,13213,東村山市,303,389,-,137,-86,162,45,248,22
973,2,23,サービス業（他に分類されないもの）,2,13213,東村山市,2384,4679,226,1138,-2295,891,297,3186,407
974,2,24,公務（他に分類されるものを除く）,2,13213,東村山市,1528,2660,9,624,-1132,882,285,2014,209
975,1,25,分類不能の産業,2,13213,東村山市,4125,5051,371,472,-926,302,104,1228,230
976,0,1,総数,2,13214,国分寺市,36374,54565,3932,8231,-18191,20138,4425,38329,3333
977,1,2,第1次産業,2,13214,国分寺市,434,440,326,57,-6,48,4,54,10
978,2,3,農業，林業,2,13214,国分寺市,433,438,325,57,-5,48,4,53,10
979,3,4,うち農業,2,13214,国分寺市,425,432,324,55,-7,43,3,50,10
980,2,5,漁業,2,13214,国分寺市,1,2,1,-,-1,-,-,1,-
981,1,6,第2次産業,2,13214,国分寺市,4161,7818,549,734,-3657,2733,751,6390,892
982,2,7,鉱業，採石業，砂利採取業,2,13214,国分寺市,-,12,-,-,-12,-,-,12,-
983,2,8,建設業,2,13214,国分寺市,1835,2480,352,314,-645,1081,279,1726,218
984,2,9,製造業,2,13214,国分寺市,2326,5326,197,420,-3000,1652,472,4652,674
985,1,10,第3次産業,2,13214,国分寺市,27258,41364,2749,7162,-14106,16822,3530,30928,2366
986,2,11,電気・ガス・熱供給・水道業,2,13214,国分寺市,19,195,-,7,-176,10,1,186,19
987,2,12,情報通信業,2,13214,国分寺市,1980,4516,281,296,-2536,1350,453,3886,249
988,2,13,運輸業，郵便業,2,13214,国分寺市,770,1641,39,161,-871,541,98,1412,145
989,2,14,卸売業，小売業,2,13214,国分寺市,5187,7145,344,1448,-1958,3302,836,5260,439
990,2,15,金融業，保険業,2,13214,国分寺市,836,2414,41,105,-1578,664,150,2242,143
991,2,16,不動産業，物品賃貸業,2,13214,国分寺市,1488,1891,403,318,-403,719,117,1122,85
992,2,17,学術研究，専門・技術サービス業,2,13214,国分寺市,2959,3757,788,523,-798,1611,472,2409,230
993,2,18,宿泊業，飲食サービス業,2,13214,国分寺市,2590,2777,122,817,-187,1612,329,1799,115
994,2,19,生活関連サービス業，娯楽業,2,13214,国分寺市,1278,1704,188,352,-426,700,103,1126,118
995,2,20,教育，学習支援業,2,13214,国分寺市,2311,4111,217,473,-1800,1586,328,3386,331
996,2,21,医療，福祉,2,13214,国分寺市,4308,5707,159,1573,-1399,2516,272,3915,228
997,2,22,複合サービス事業,2,13214,国分寺市,279,311,-,78,-32,198,21,230,11
998,2,23,サービス業（他に分類されないもの）,2,13214,国分寺市,2156,3301,161,620,-1145,1321,219,2466,146
999,2,24,公務（他に分類されるものを除く）,2,13214,国分寺市,1097,1894,6,391,-797,692,131,1489,107
1000,1,25,分類不能の産業,2,13214,国分寺市,4521,4943,308,278,-422,535,140,957,65
1001,0,1,総数,2,13215,国立市,26131,32761,2499,6092,-6630,15253,2609,21883,2119
1002,1,2,第1次産業,2,13215,国立市,201,217,139,41,-16,19,2,35,5
1003,2,3,農業，林業,2,13215,国立市,201,217,139,41,-16,19,2,35,5
1004,3,4,うち農業,2,13215,国立市,201,215,139,41,-14,19,2,33,4
1005,2,5,漁業,2,13215,国立市,-,-,-,-,-,-,-,-,-
1006,1,6,第2次産業,2,13215,国立市,2361,4840,316,478,-2479,1481,344,3960,582
1007,2,7,鉱業，採石業，砂利採取業,2,13215,国立市,2,5,-,-,-3,2,1,5,-
1008,2,8,建設業,2,13215,国立市,1263,1442,207,260,-179,749,181,928,112
1009,2,9,製造業,2,13215,国立市,1096,3393,109,218,-2297,730,162,3027,470
1010,1,10,第3次産業,2,13215,国立市,20843,24821,1866,5354,-3978,13322,2174,17300,1481
1011,2,11,電気・ガス・熱供給・水道業,2,13215,国立市,58,104,2,7,-46,46,10,92,6
1012,2,12,情報通信業,2,13215,国立市,688,2240,125,99,-1552,435,162,1987,171
1013,2,13,運輸業，郵便業,2,13215,国立市,1500,1108,28,226,392,1230,159,838,91
1014,2,14,卸売業，小売業,2,13215,国立市,4279,4383,244,1211,-104,2772,459,2876,250
1015,2,15,金融業，保険業,2,13215,国立市,373,1211,15,34,-838,313,64,1151,88
1016,2,16,不動産業，物品賃貸業,2,13215,国立市,881,1149,325,205,-268,329,36,597,38
1017,2,17,学術研究，専門・技術サービス業,2,13215,国立市,1429,2105,489,227,-676,694,146,1370,124
1018,2,18,宿泊業，飲食サービス業,2,13215,国立市,1699,1673,98,643,26,935,160,909,54
1019,2,19,生活関連サービス業，娯楽業,2,13215,国立市,1109,1106,135,322,3,629,76,626,61
1020,2,20,教育，学習支援業,2,13215,国立市,3201,2618,164,645,583,2372,480,1789,220
1021,2,21,医療，福祉,2,13215,国立市,3258,3965,150,1068,-707,1997,184,2704,207
1022,2,22,複合サービス事業,2,13215,国立市,224,135,1,39,89,184,23,95,4
1023,2,23,サービス業（他に分類されないもの）,2,13215,国立市,1494,1980,88,414,-486,954,162,1440,94
1024,2,24,公務（他に分類されるものを除く）,2,13215,国立市,650,1044,2,214,-394,432,53,826,73
1025,1,25,分類不能の産業,2,13215,国立市,2726,2883,178,219,-157,431,89,588,51
1026,0,1,総数,2,13218,福生市,20016,24773,1747,5853,-4757,11169,1390,15926,1151
1027,1,2,第1次産業,2,13218,福生市,115,126,44,31,-11,38,8,49,2
1028,2,3,農業，林業,2,13218,福生市,115,126,44,31,-11,38,8,49,2
1029,3,4,うち農業,2,13218,福生市,112,124,44,31,-12,36,8,48,2
1030,2,5,漁業,2,13218,福生市,-,-,-,-,-,-,-,-,-
1031,1,6,第2次産業,2,13218,福生市,3063,5703,446,870,-2640,1617,238,4257,419
1032,2,7,鉱業，採石業，砂利採取業,2,13218,福生市,3,4,-,-,-1,3,1,4,-
1033,2,8,建設業,2,13218,福生市,1219,1653,311,332,-434,498,91,932,88
1034,2,9,製造業,2,13218,福生市,1841,4046,135,538,-2205,1116,146,3321,331
1035,1,10,第3次産業,2,13218,福生市,15431,17282,1149,4705,-1851,9309,1133,11160,683
1036,2,11,電気・ガス・熱供給・水道業,2,13218,福生市,59,106,1,17,-47,38,2,85,6
1037,2,12,情報通信業,2,13218,福生市,236,843,54,45,-607,125,21,732,54
1038,2,13,運輸業，郵便業,2,13218,福生市,563,1282,30,131,-719,373,45,1092,111
1039,2,14,卸売業，小売業,2,13218,福生市,2799,3669,274,943,-870,1534,177,2404,166
1040,2,15,金融業，保険業,2,13218,福生市,347,451,19,51,-104,267,28,371,20
1041,2,16,不動産業，物品賃貸業,2,13218,福生市,532,638,156,135,-106,228,24,334,24
1042,2,17,学術研究，専門・技術サービス業,2,13218,福生市,459,837,155,94,-378,194,18,572,48
1043,2,18,宿泊業，飲食サービス業,2,13218,福生市,1337,1410,88,577,-73,647,59,720,35
1044,2,19,生活関連サービス業，娯楽業,2,13218,福生市,694,915,124,242,-221,303,20,524,26
1045,2,20,教育，学習支援業,2,13218,福生市,947,972,69,224,-25,643,59,668,51
1046,2,21,医療，福祉,2,13218,福生市,2924,3005,65,988,-81,1834,116,1915,60
1047,2,22,複合サービス事業,2,13218,福生市,63,146,-,21,-83,38,1,121,2
1048,2,23,サービス業（他に分類されないもの）,2,13218,福生市,2570,1997,110,729,573,1699,231,1126,64
1049,2,24,公務（他に分類されるものを除く）,2,13218,福生市,1901,1011,4,508,890,1386,332,496,16
1050,1,25,分類不能の産業,2,13218,福生市,1407,1662,108,247,-255,205,11,460,47
1051,0,1,総数,2,13219,狛江市,18144,36320,3057,5290,-18176,6973,2515,25149,3347
1052,1,2,第1次産業,2,13219,狛江市,306,327,162,105,-21,39,14,60,10
1053,2,3,農業，林業,2,13219,狛江市,306,325,162,105,-19,39,14,58,10
1054,3,4,うち農業,2,13219,狛江市,305,324,162,104,-19,39,14,58,10
1055,2,5,漁業,2,13219,狛江市,-,2,-,-,-2,-,-,2,-
1056,1,6,第2次産業,2,13219,狛江市,2416,5094,586,576,-2678,1098,462,3776,862
1057,2,7,鉱業，採石業，砂利採取業,2,13219,狛江市,1,12,-,-,-11,-,-,11,-
1058,2,8,建設業,2,13219,狛江市,1595,2260,428,397,-665,652,277,1317,215
1059,2,9,製造業,2,13219,狛江市,820,2822,158,179,-2002,446,185,2448,647
1060,1,10,第3次産業,2,13219,狛江市,12715,27591,2109,4426,-14876,5716,2003,20592,2392
1061,2,11,電気・ガス・熱供給・水道業,2,13219,狛江市,26,140,1,5,-114,16,7,130,23
1062,2,12,情報通信業,2,13219,狛江市,399,3123,217,63,-2724,85,48,2809,235
1063,2,13,運輸業，郵便業,2,13219,狛江市,658,1198,39,145,-540,442,129,982,146
1064,2,14,卸売業，小売業,2,13219,狛江市,2340,5385,349,952,-3045,920,341,3965,516
1065,2,15,金融業，保険業,2,13219,狛江市,242,1365,24,50,-1123,148,69,1271,107
1066,2,16,不動産業，物品賃貸業,2,13219,狛江市,791,1357,332,202,-566,237,97,803,69
1067,2,17,学術研究，専門・技術サービス業,2,13219,狛江市,1017,2321,489,180,-1304,322,143,1626,168
1068,2,18,宿泊業，飲食サービス業,2,13219,狛江市,841,2009,113,447,-1168,240,90,1408,127
1069,2,19,生活関連サービス業，娯楽業,2,13219,狛江市,700,1384,185,260,-684,228,94,912,110
1070,2,20,教育，学習支援業,2,13219,狛江市,964,2034,125,271,-1070,554,192,1624,293
1071,2,21,医療，福祉,2,13219,狛江市,2972,3579,98,1200,-607,1628,505,2235,331
1072,2,22,複合サービス事業,2,13219,狛江市,167,127,-,34,40,133,25,93,10
1073,2,23,サービス業（他に分類されないもの）,2,13219,狛江市,1018,2599,134,416,-1581,394,142,1975,187
1074,2,24,公務（他に分類されるものを除く）,2,13219,狛江市,580,970,3,201,-390,369,121,759,70
1075,1,25,分類不能の産業,2,13219,狛江市,2707,3308,200,183,-601,120,36,721,83
1076,0,1,総数,2,13220,東大和市,22184,36999,2779,7976,-14815,9494,1431,24309,2227
1077,1,2,第1次産業,2,13220,東大和市,269,292,178,57,-23,34,2,57,13
1078,2,3,農業，林業,2,13220,東大和市,269,291,178,57,-22,34,2,56,13
1079,3,4,うち農業,2,13220,東大和市,267,289,178,56,-22,33,2,55,13
1080,2,5,漁業,2,13220,東大和市,-,1,-,-,-1,-,-,1,-
1081,1,6,第2次産業,2,13220,東大和市,4067,7439,842,1330,-3372,1753,349,5125,747
1082,2,7,鉱業，採石業，砂利採取業,2,13220,東大和市,-,3,-,-,-3,-,-,3,1
1083,2,8,建設業,2,13220,東大和市,2131,3089,662,639,-958,730,172,1688,211
1084,2,9,製造業,2,13220,東大和市,1936,4347,180,691,-2411,1023,177,3434,535
1085,1,10,第3次産業,2,13220,東大和市,15858,26949,1659,6391,-11091,7534,1056,18625,1419
1086,2,11,電気・ガス・熱供給・水道業,2,13220,東大和市,13,159,-,2,-146,10,3,156,14
1087,2,12,情報通信業,2,13220,東大和市,236,1608,96,54,-1372,77,25,1449,110
1088,2,13,運輸業，郵便業,2,13220,東大和市,986,2010,65,348,-1024,533,90,1557,205
1089,2,14,卸売業，小売業,2,13220,東大和市,3853,5847,396,1702,-1994,1709,267,3703,316
1090,2,15,金融業，保険業,2,13220,東大和市,377,963,23,69,-586,273,55,859,73
1091,2,16,不動産業，物品賃貸業,2,13220,東大和市,602,968,152,208,-366,233,38,599,45
1092,2,17,学術研究，専門・技術サービス業,2,13220,東大和市,697,1424,284,131,-727,267,45,994,67
1093,2,18,宿泊業，飲食サービス業,2,13220,東大和市,1240,1874,116,672,-634,434,54,1068,71
1094,2,19,生活関連サービス業，娯楽業,2,13220,東大和市,896,1353,208,348,-457,320,47,777,86
1095,2,20,教育，学習支援業,2,13220,東大和市,1134,1812,85,337,-678,706,95,1384,130
1096,2,21,医療，福祉,2,13220,東大和市,3523,4582,92,1572,-1059,1823,193,2882,135
1097,2,22,複合サービス事業,2,13220,東大和市,91,225,-,35,-134,54,2,188,8
1098,2,23,サービス業（他に分類されないもの）,2,13220,東大和市,1242,2460,135,552,-1218,502,60,1720,111
1099,2,24,公務（他に分類されるものを除く）,2,13220,東大和市,968,1664,7,361,-696,593,82,1289,48
1100,1,25,分類不能の産業,2,13220,東大和市,1990,2319,100,198,-329,173,24,502,48
1101,0,1,総数,2,13221,清瀬市,20419,30900,2557,6294,-10481,9587,4541,20068,5063
1102,1,2,第1次産業,2,13221,清瀬市,463,471,389,49,-8,24,16,32,11
1103,2,3,農業，林業,2,13221,清瀬市,463,468,389,49,-5,24,16,29,11
1104,3,4,うち農業,2,13221,清瀬市,461,466,389,49,-5,22,14,27,11
1105,2,5,漁業,2,13221,清瀬市,-,3,-,-,-3,-,-,3,-
1106,1,6,第2次産業,2,13221,清瀬市,2563,5184,569,743,-2621,1114,619,3735,1378
1107,2,7,鉱業，採石業，砂利採取業,2,13221,清瀬市,-,-,-,-,-,-,-,-,-
1108,2,8,建設業,2,13221,清瀬市,1459,2231,436,383,-772,554,304,1326,394
1109,2,9,製造業,2,13221,清瀬市,1104,2953,133,360,-1849,560,315,2409,984
1110,1,10,第3次産業,2,13221,清瀬市,15381,22898,1462,5319,-7517,8278,3830,15795,3546
1111,2,11,電気・ガス・熱供給・水道業,2,13221,清瀬市,60,79,1,9,-19,50,27,69,17
1112,2,12,情報通信業,2,13221,清瀬市,220,1676,96,42,-1456,65,35,1521,133
1113,2,13,運輸業，郵便業,2,13221,清瀬市,463,1663,54,138,-1200,232,138,1432,683
1114,2,14,卸売業，小売業,2,13221,清瀬市,2412,4244,327,923,-1832,1082,521,2914,717
1115,2,15,金融業，保険業,2,13221,清瀬市,249,825,23,43,-576,174,103,750,99
1116,2,16,不動産業，物品賃貸業,2,13221,清瀬市,420,820,117,124,-400,166,93,566,105
1117,2,17,学術研究，専門・技術サービス業,2,13221,清瀬市,682,1301,313,110,-619,245,117,864,155
1118,2,18,宿泊業，飲食サービス業,2,13221,清瀬市,1048,1448,86,467,-400,466,242,866,187
1119,2,19,生活関連サービス業，娯楽業,2,13221,清瀬市,694,1123,154,220,-429,297,161,726,196
1120,2,20,教育，学習支援業,2,13221,清瀬市,1699,1585,83,365,114,1239,544,1125,248
1121,2,21,医療，福祉,2,13221,清瀬市,5312,4363,87,1934,949,3262,1390,2313,521
1122,2,22,複合サービス事業,2,13221,清瀬市,178,205,-,50,-27,125,44,152,27
1123,2,23,サービス業（他に分類されないもの）,2,13221,清瀬市,1053,2200,116,465,-1147,424,190,1571,331
1124,2,24,公務（他に分類されるものを除く）,2,13221,清瀬市,891,1366,5,429,-475,451,225,926,127
1125,1,25,分類不能の産業,2,13221,清瀬市,2012,2347,137,183,-335,171,76,506,128
1126,0,1,総数,2,13222,東久留米市,31434,51694,4135,10880,-20260,12845,4160,33105,4542
1127,1,2,第1次産業,2,13222,東久留米市,605,596,421,118,9,66,20,57,16
1128,2,3,農業，林業,2,13222,東久留米市,605,595,421,118,10,66,20,56,16
1129,3,4,うち農業,2,13222,東久留米市,605,593,421,118,12,66,20,54,15
1130,2,5,漁業,2,13222,東久留米市,-,1,-,-,-1,-,-,1,-
1131,1,6,第2次産業,2,13222,東久留米市,6021,9004,1052,1897,-2983,2714,852,5697,1208
1132,2,7,鉱業，採石業，砂利採取業,2,13222,東久留米市,1,4,-,-,-3,-,-,3,-
1133,2,8,建設業,2,13222,東久留米市,2702,4153,823,717,-1451,879,331,2330,401
1134,2,9,製造業,2,13222,東久留米市,3318,4847,229,1180,-1529,1835,521,3364,807
1135,1,10,第3次産業,2,13222,東久留米市,21354,37978,2380,8449,-16624,9861,3237,26485,3208
1136,2,11,電気・ガス・熱供給・水道業,2,13222,東久留米市,49,127,-,10,-78,38,16,116,17
1137,2,12,情報通信業,2,13222,東久留米市,749,2972,223,143,-2223,352,148,2575,180
1138,2,13,運輸業，郵便業,2,13222,東久留米市,1256,2492,60,373,-1236,747,231,1983,510
1139,2,14,卸売業，小売業,2,13222,東久留米市,5685,7818,443,2320,-2133,2770,855,4903,648
1140,2,15,金融業，保険業,2,13222,東久留米市,399,1765,43,80,-1366,249,114,1615,130
1141,2,16,不動産業，物品賃貸業,2,13222,東久留米市,713,1366,263,191,-653,227,82,880,88
1142,2,17,学術研究，専門・技術サービス業,2,13222,東久留米市,982,2371,560,171,-1389,219,92,1608,160
