year,産業分類並び順,産業階層,産業,地域コード,昼間就業者（人）,常住就業者（人）,常住就業者／うち自宅就業者（人）,常住就業者／うち地域内通勤者（人）,流入超過通勤者（人）,流入通勤者（人）,流入通勤者／うち都外から流入（人）,流出通勤者（人）,流出通勤者／うち都外へ流出（人）
2020,24,2,公務（他に分類されるものを除く）,13102,7545.0,2033.0,15.0,451.0,5512.0,7074.0,3295.0,1562.0,133.0
2020,25,1,分類不能の産業,13102,9000.0,3416.0,460.0,511.0,5584.0,6230.0,2864.0,646.0,53.0
2020,1,0,総数,13103,784296.0,92647.0,14097.0,32782.0,691649.0,733161.0,346221.0,41512.0,4892.0
2020,2,1,第１次産業,13103,396.0,69.0,12.0,28.0,327.0,355.0,181.0,28.0,13.0
2020,3,2,農業，林業,13103,343.0,62.0,8.0,27.0,281.0,307.0,150.0,26.0,13.0
2020,4,3,うち農業,13103,330.0,59.0,8.0,27.0,271.0,294.0,141.0,23.0,13.0
2020,5,2,漁業,13103,53.0,7.0,4.0,1.0,46.0,48.0,31.0,2.0,
2020,6,1,第２次産業,13103,120287.0,8355.0,985.0,2615.0,111932.0,116518.0,62312.0,4586.0,885.0
2020,7,2,鉱業，採石業，砂利採取業,13103,878.0,19.0,5.0,10.0,859.0,863.0,324.0,4.0,
2020,8,2,建設業,13103,38819.0,2025.0,213.0,676.0,36794.0,37867.0,20927.0,1073.0,188.0
2020,9,2,製造業,13103,80590.0,6311.0,767.0,1929.0,74279.0,77788.0,41061.0,3509.0,697.0
2020,10,1,第３次産業,13103,650255.0,79812.0,12505.0,29419.0,570443.0,606851.0,279515.0,36408.0,3940.0
2020,11,2,電気・ガス・熱供給・水道業,13103,5934.0,372.0,28.0,131.0,5562.0,5771.0,2713.0,209.0,27.0
2020,12,2,情報通信業,13103,177084.0,12130.0,2668.0,4728.0,164954.0,169573.0,80625.0,4619.0,316.0
2020,13,2,運輸業，郵便業,13103,27169.0,3119.0,179.0,866.0,24050.0,26039.0,14127.0,1989.0,185.0
2020,14,2,卸売業，小売業,13103,105296.0,11147.0,1417.0,4110.0,94149.0,99538.0,49008.0,5389.0,491.0
2020,15,2,金融業，保険業,13103,42819.0,6227.0,491.0,1661.0,36592.0,40615.0,18162.0,4023.0,186.0
2020,16,2,不動産業，物品賃貸業,13103,30493.0,5617.0,1755.0,1856.0,24876.0,26690.0,12350.0,1814.0,176.0
2020,17,2,学術研究，専門・技術サービス業,13103,78405.0,11755.0,3106.0,4163.0,66650.0,70976.0,29394.0,4326.0,379.0
2020,18,2,宿泊業，飲食サービス業,13103,35043.0,5095.0,427.0,2886.0,29948.0,31560.0,13348.0,1612.0,94.0
2020,19,2,生活関連サービス業，娯楽業,13103,22531.0,3011.0,537.0,1200.0,19520.0,20686.0,8935.0,1166.0,144.0
2020,20,2,教育，学習支援業,13103,14735.0,3967.0,524.0,1114.0,10768.0,13034.0,5327.0,2266.0,438.0
2020,21,2,医療，福祉,13103,26824.0,8285.0,394.0,3275.0,18539.0,23039.0,8241.0,4500.0,1149.0
2020,22,2,複合サービス事業,13103,1255.0,182.0,4.0,51.0,1073.0,1196.0,390.0,123.0,6.0
2020,23,2,サービス業（他に分類されないもの）,13103,73543.0,6287.0,927.0,2653.0,67256.0,69797.0,33187.0,2541.0,204.0
2020,24,2,公務（他に分類されるものを除く）,13103,9124.0,2618.0,48.0,725.0,6506.0,8337.0,3708.0,1831.0,145.0
2020,25,1,分類不能の産業,13103,13358.0,4411.0,595.0,720.0,8947.0,9437.0,4213.0,490.0,54.0
2020,1,0,総数,13104,521201.0,123796.0,15709.0,35243.0,397405.0,463014.0,188459.0,65609.0,5543.0
2020,2,1,第１次産業,13104,214.0,112.0,21.0,27.0,102.0,161.0,80.0,59.0,15.0
2020,3,2,農業，林業,13104,203.0,110.0,21.0,27.0,93.0,151.0,77.0,58.0,15.0
2020,4,3,うち農業,13104,178.0,102.0,21.0,27.0,76.0,127.0,68.0,51.0,15.0
2020,5,2,漁業,13104,11.0,2.0,,,9.0,10.0,3.0,1.0,
2020,6,1,第２次産業,13104,57268.0,11363.0,1341.0,2420.0,45905.0,53111.0,24709.0,7206.0,1004.0
2020,7,2,鉱業，採石業，砂利採取業,13104,16.0,22.0,2.0,,-6.0,14.0,5.0,20.0,1.0
2020,8,2,建設業,13104,26456.0,3793.0,447.0,1031.0,22663.0,24759.0,12084.0,2096.0,267.0
2020,9,2,製造業,13104,30796.0,7548.0,892.0,1389.0,23248.0,28338.0,12620.0,5090.0,736.0
2020,10,1,第３次産業,13104,449431.0,105369.0,13551.0,31800.0,344062.0,401450.0,160398.0,57388.0,4449.0
2020,11,2,電気・ガス・熱供給・水道業,13104,3223.0,451.0,10.0,106.0,2772.0,3103.0,1340.0,331.0,27.0
