地域階層,地域コード,地域,昼間通学者／総数／平成27年(人）,昼間通学者／総数／平成22年(人）,昼間通学者／総数／増減数／平成22年～27年（人）,昼間通学者／総数／増減率／平成22年～27年（％）,昼間通学者／男／平成27年(人）,昼間通学者／男／平成22年(人）,昼間通学者／男／増減数／平成22年～27年（人）,昼間通学者／男／増減率／平成22年～27年（％）,昼間通学者／女／平成27年(人）,昼間通学者／女／平成22年(人）,昼間通学者／女／増減数／平成22年～27年（人）,昼間通学者／女／増減率／平成22年～27年（％）,常住通学者／総数／平成27年(人）,常住通学者／総数／平成22年(人）,常住通学者／総数／増減数／平成22年～27年（人）,常住通学者／総数／増減率／平成22年～27年（％）,常住通学者／男／平成27年(人）,常住通学者／男／平成22年(人）,常住通学者／男／増減数／平成22年～27年（人）,常住通学者／男／増減率／平成22年～27年（％）,常住通学者／女／平成27年(人）,常住通学者／女／平成22年(人）,常住通学者／女／増減数／平成22年～27年（人）,常住通学者／女／増減率／平成22年～27年（％）,流入通学者／総数／平成27年(人）,流入通学者／総数／平成22年(人）,流入通学者／総数／増減数／平成22年～27年（人）,流入通学者／総数／増減率／平成22年～27年（％）,流入通学者／男／平成27年(人）,流入通学者／男／平成22年(人）,流入通学者／男／増減数／平成22年～27年（人）,流入通学者／男／増減率／平成22年～27年（％）,流入通学者／女／平成27年(人）,流入通学者／女／平成22年(人）,流入通学者／女／増減数／平成22年～27年（人）,流入通学者／女／増減率／平成22年～27年（％）,流出通学者／総数／平成27年(人）,流出通学者／総数／平成22年(人）,流出通学者／総数／増減数／平成22年～27年（人）,流出通学者／総数／増減率／平成22年～27年（％）,流出通学者／男／平成27年(人）,流出通学者／男／平成22年(人）,流出通学者／男／増減数／平成22年～27年（人）,流出通学者／男／増減率／平成22年～27年（％）,流出通学者／女／平成27年(人）,流出通学者／女／平成22年(人）,流出通学者／女／増減数／平成22年～27年（人）,流出通学者／女／増減率／平成22年～27年（％）,流入超過通学者／総数／平成27年(人）,流入超過通学者／総数／平成22年(人）,流入超過通学者／総数／増減数／平成22年～27年（人）,流入超過通学者／男／平成27年(人）,流入超過通学者／男／平成22年(人）,流入超過通学者／男／増減数／平成22年～27年（人）,流入超過通学者／女／平成27年(人）,流入超過通学者／女／平成22年(人）,流入超過通学者／女／増減数／平成22年～27年（人）,残留通学者／総数／平成27年(人）,残留通学者／総数／平成22年(人）,残留通学者／総数／増減数／平成22年～27年（人）,残留通学者／総数／増減率／平成22年～27年（％）,残留通学者／男／平成27年(人）,残留通学者／男／平成22年(人）,残留通学者／男／増減数／平成22年～27年（人）,残留通学者／男／増減率／平成22年～27年（％）,残留通学者／女／平成27年(人）,残留通学者／女／平成22年(人）,残留通学者／女／増減数／平成22年～27年（人）,残留通学者／女／増減率／平成22年～27年（％）,昼夜間通学者比率／総数／平成27年,昼夜間通学者比率／総数／平成22年,昼夜間通学者比率／総数／増減数／平成22年～27年,昼夜間通学者比率／総数／増減率／平成22年～27年（％）,昼夜間通学者比率／男／平成27年,昼夜間通学者比率／男／平成22年,昼夜間通学者比率／男／増減数／平成22年～27年,昼夜間通学者比率／男／増減率／平成22年～27年（％）,昼夜間通学者比率／女／平成27年,昼夜間通学者比率／女／平成22年,昼夜間通学者比率／女／増減数／平成22年～27年,昼夜間通学者比率／女／増減率／平成22年～27年（％）,面　積（平方キロメートル）,人口密度／昼間通学者（人/平方キロメートル）,人口密度／常住通学者（人/平方キロメートル）
1,13350,島部,2514,2664,-150,-5.630630631,1386,1440,-54,-3.75,1128,1224,-96,-7.843137255,2461,2667,-206,-7.724034496,1348,1440,-92,-6.388888889,1113,1227,-114,-9.290953545,77,8,69,862.5,47,5,42,840,30,3,27,900,24,11,13,118.1818182,9,5,4,80,15,6,9,150,53,-3,56,38,-,38,15,-3,18,2437,2656,-219,-8.2,1339,1435,-96,-6.7,1098,1221,-123,-10.1,102.2,99.9,2.3,2.3,102.8,100,2.8,2.8,101.3,99.8,1.5,1.5,404.16,6.2,6.1
2,13361,大島町,893,942,-49,-5.201698514,516,530,-14,-2.641509434,377,412,-35,-8.495145631,872,938,-66,-7.036247335,497,526,-29,-5.513307985,375,412,-37,-8.980582524,29,6,23,383.3333333,22,4,18,450,7,2,5,250,8,2,6,300,3,-,3,-,5,2,3,150,21,4,17,19,4,15,2,-,2,864,936,-72,-7.7,494,526,-32,-6.1,370,410,-40,-9.8,102.4,100.4,2,2,103.8,100.8,3,3,100.5,100,0.5,0.5,90.76,9.8,9.6
2,13362,利島村,35,19,16,84.21052632,22,13,9,69.23076923,13,6,7,116.6666667,25,19,6,31.57894737,16,13,3,23.07692308,9,6,3,50,10,-,10,-,6,-,6,-,4,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,10,6,-,6,4,-,4,25,19,6,31.6,16,13,3,23.1,9,6,3,50,140,100,40,40,137.5,100,37.5,37.5,144.4,100,44.4,44.4,4.12,8.5,6.1
2,13363,新島村,243,253,-10,-3.95256917,127,124,3,2.419354839,116,129,-13,-10.07751938,238,257,-19,-7.392996109,124,127,-3,-2.362204724,114,130,-16,-12.30769231,7,-,7,-,3,-,3,-,4,-,4,-,2,4,-2,-50,-,3,-3,-100,2,1,1,100,5,-4,9,3,-3,6,2,-1,3,236,253,-17,-6.7,124,124,0,0,112,129,-17,-13.2,102.1,98.4,3.7,3.8,102.4,97.6,4.8,4.9,101.8,99.2,2.6,2.6,27.54,8.8,8.6
2,13364,神津島村,208,211,-3,-1.421800948,111,112,-1,-0.892857143,97,99,-2,-2.02020202,206,214,-8,-3.738317757,112,113,-1,-0.884955752,94,101,-7,-6.930693069,4,-,4,-,1,-,1,-,3,-,3,-,2,3,-1,-33.33333333,2,1,1,100,-,2,-2,-100,2,-3,5,-1,-1,0,3,-2,5,204,211,-7,-3.3,110,112,-2,-1.8,94,99,-5,-5.1,101,98.6,2.4,2.4,99.1,99.1,0,0,103.2,98,5.2,5.3,18.58,11.2,11.1
2,13381,三宅村,142,147,-5,-3.401360544,90,81,9,11.11111111,52,66,-14,-21.21212121,142,147,-5,-3.401360544,90,81,9,11.11111111,52,66,-14,-21.21212121,4,-,4,-,2,-,2,-,2,-,2,-,4,-,4,-,2,-,2,-,2,-,2,-,-,-,-,-,-,-,-,-,-,138,147,-9,-6.1,88,81,7,8.6,50,66,-16,-24.2,100,100,0,0,100,100,0,0,100,100,0,0,55.27,2.6,2.6
2,13382,御蔵島村,23,30,-7,-23.33333333,13,16,-3,-18.75,10,14,-4,-28.57142857,19,30,-11,-36.66666667,12,16,-4,-25,7,14,-7,-50,4,-,4,-,1,-,1,-,3,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,4,1,-,1,3,-,3,19,30,-11,-36.7,12,16,-4,-25,7,14,-7,-50,121.1,100,21.1,21.1,108.3,100,8.3,8.3,142.9,100,42.9,42.9,20.54,1.1,0.9
2,13401,八丈町,690,776,-86,-11.08247423,363,415,-52,-12.53012048,327,361,-34,-9.418282549,683,776,-93,-11.98453608,356,416,-60,-14.42307692,327,360,-33,-9.166666667,12,1,11,1100,7,-,7,-,5,1,4,400,5,1,4,400,-,1,-1,-100,5,-,5,-,7,-,7,7,-1,8,-,1,-1,678,775,-97,-12.5,356,415,-59,-14.2,322,360,-38,-10.6,101,100,1,1,102,99.8,2.2,2.2,100,100.3,-0.3,-0.3,72.23,9.6,9.5
2,13402,青ヶ島村,19,26,-7,-26.92307692,10,17,-7,-41.17647059,9,9,0,0,14,25,-11,-44,6,16,-10,-62.5,8,9,-1,-11.11111111,5,1,4,400,4,1,3,300,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,5,1,4,4,1,3,1,-,1,14,25,-11,-44,6,16,-10,-62.5,8,9,-1,-11.1,135.7,104,31.7,30.5,166.7,106.3,60.4,56.8,112.5,100,12.5,12.5,5.96,3.2,2.3
2,13421,小笠原村,261,260,1,0.384615385,134,132,2,1.515151515,127,128,-1,-0.78125,262,261,1,0.383141763,135,132,3,2.272727273,127,129,-2,-1.550387597,2,-,2,-,1,-,1,-,1,-,1,-,3,1,2,200,2,-,2,-,1,1,0,0,-1,-1,0,-1,-,-1,-,-1,1,259,260,-1,-0.4,133,132,1,0.8,126,128,-2,-1.6,99.6,99.6,0,0,99.3,100,-0.7,-0.7,100,99.2,0.8,0.8,104.35,2.5,2.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
平成27年国勢調査による東京都の昼間人口,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第3表の2　地域、男女別昼間・常住・流入・流出通学者の増減,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注　1)　流入通学者、流出通学者、流入超過通学者及び残留通学者のうち「東京都総数」、「区部」、「市部」、「郡部」及び「島部」の数値は合計値ではなく、それぞれの地区内移動者数を差し引いた数値である。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注　2)　昼夜間通学者比率＝昼間通学者÷常住通学者×100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注　3） 流入超過通学者のマイナス値は流出超過である。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
地域階層（0:東京都総数　1:区部・市部・郡部・島部　2:区市町村）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
